episode,goal_x,goal_y,goal_z,ee_x,ee_y,ee_z,torso_x,torso_y,torso_z,shoulder_x,shoulder_y,shoulder_z,dist_ee_goal,dist_torso_goal,dist_shoulder_goal
50,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
51,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
52,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
53,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
54,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
55,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
56,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
57,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
58,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
59,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
60,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
61,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
62,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
63,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
64,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
65,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
66,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
67,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
68,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
69,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
70,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
71,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
72,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
73,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
74,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
75,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
76,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
77,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
78,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
79,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
80,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
81,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
82,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
83,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
84,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
85,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
86,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
87,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
88,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
89,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
90,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
91,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
92,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
93,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
94,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
95,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
96,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
97,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
98,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
99,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
100,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
101,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
102,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
103,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
104,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
105,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
106,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
107,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
108,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
109,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
110,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
111,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
112,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
113,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
114,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
115,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
116,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
117,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
118,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
119,0.238,-0.12,0.48953186565279627,-0.07411490748266536,-0.9941587340371176,0.6275635106750859,-0.062,0.0,0.8695318656527963,-0.03644,-0.19,0.6985318656527962,0.9384145900367535,0.498798556533597,0.35199192263459683
